# all-by-all of 100 genomes (n=100 seed=19)
# query	subject
AG-313-D08	AG-907-I19
AG-313-D08	AG-907-M07
AG-313-D08	AG-908-F18
AG-313-D08	AG-908-I10
AG-313-D08	AG-911-D18
AG-313-D08	AG-911-E05
AG-313-D08	AG-911-G14
AG-313-D08	AG-911-I02
AG-313-D08	AG-911-L17
AG-313-D08	AG-912-F23
AG-313-D08	AG-912-G22
AG-313-D08	AG-913-N02
AG-313-D08	AG-914-J05
AG-313-D08	AG-915-E06
AG-313-D08	AG-916-A19
AG-313-D08	AG-916-D16
AG-313-D08	AG-916-L20
AG-313-D08	AG-916-M06
AG-313-D08	AG-917-K20
AG-313-D08	AG-918-L07
AG-313-D08	AG-918-M20
AG-313-D08	AG-918-P10
AG-313-D08	AG-919-C22
AG-313-D08	AG-919-F21
AG-313-D08	AG-919-J11
AG-313-D08	AG-920-I06
AG-313-D08	AH-287-E19
AG-313-D08	AH-287-L13
AG-313-D08	AH-321-D13
AG-313-D08	AH-321-G15
AG-313-D08	AH-321-N11
AG-313-D08	AH-324-M03
AG-319-M14	AG-325-I09
AG-319-M14	AG-333-A04
AG-319-M14	AG-333-D08
AG-319-M14	AG-337-G21
AG-319-M14	AG-359-C09
AG-319-M14	AG-359-F04
AG-319-M14	AG-365-P03
AG-319-M14	AG-390-D05
AG-319-M14	AG-390-D15
AG-319-M14	AG-390-G23
AG-319-M14	AG-390-I17
AG-319-M14	AG-390-M02
AG-319-M14	AG-390-N04
AG-319-M14	AG-390-O04
AG-319-M14	AG-404-F06
AG-319-M14	AG-404-O18
AG-319-M14	AG-404-P20
AG-319-M14	AG-414-E06
AG-319-M14	AG-422-A21
AG-319-M14	AG-422-N14
AG-319-M14	AG-426-F10
AG-319-M14	AG-426-I10
AG-319-M14	AG-426-I21
AG-319-M14	AG-426-J10
AG-319-M14	AG-426-L19
AG-319-M14	AG-430-K19
AG-319-M14	AG-439-G19
AG-319-M14	AG-447-K09
AG-319-M14	AG-447-K11
AG-319-M14	AG-447-L07
AG-319-M14	AG-447-N08
AG-319-M14	AG-453-K22
AG-319-M14	AG-461-B21
AG-319-M14	AG-461-L09
AG-319-M14	AG-470-D16
AG-319-M14	AG-891-I18
AG-319-M14	AG-891-O15
AG-319-M14	AG-891-P20
AG-319-M14	AG-892-M06
AG-319-M14	AG-893-K09
AG-319-M14	AG-893-M20
AG-319-M14	AG-894-B07
AG-319-M14	AG-894-C10
AG-319-M14	AG-894-E10
AG-319-M14	AG-894-G18
AG-319-M14	AG-894-K14
AG-319-M14	AG-894-L17
AG-319-M14	AG-894-N05
AG-319-M14	AG-894-O04
AG-319-M14	AG-895-B19
AG-319-M14	AG-895-E07
AG-319-M14	AG-896-A16
AG-319-M14	AG-896-M10
AG-319-M14	AG-896-O18
AG-319-M14	AG-897-G09
AG-319-M14	AG-897-G15
AG-319-M14	AG-897-O11
AG-319-M14	AG-898-J17
AG-319-M14	AG-899-G02
AG-319-M14	AG-899-J02
AG-319-M14	AG-900-K16
AG-319-M14	AG-901-D23
AG-319-M14	AG-901-E23
AG-319-M14	AG-903-I23
AG-319-M14	AG-904-K03
AG-319-M14	AG-905-M05
AG-319-M14	AG-907-I19
AG-319-M14	AG-907-M07
AG-319-M14	AG-908-F18
AG-319-M14	AG-908-I10
AG-319-M14	AG-911-D18
AG-319-M14	AG-911-E05
AG-319-M14	AG-911-G14
AG-319-M14	AG-911-I02
AG-319-M14	AG-911-L17
AG-319-M14	AG-912-F23
AG-319-M14	AG-912-G22
AG-319-M14	AG-913-N02
AG-319-M14	AG-914-J05
AG-319-M14	AG-915-E06
AG-319-M14	AG-916-A19
AG-319-M14	AG-916-D16
AG-319-M14	AG-916-L20
AG-319-M14	AG-916-M06
AG-319-M14	AG-917-K20
AG-319-M14	AG-918-L07
AG-319-M14	AG-918-M20
AG-319-M14	AG-918-P10
AG-319-M14	AG-919-C22
AG-319-M14	AG-919-F21
AG-319-M14	AG-919-J11
AG-319-M14	AG-920-I06
AG-319-M14	AH-287-E19
AG-319-M14	AH-287-L13
AG-319-M14	AH-321-D13
AG-319-M14	AH-321-G15
AG-319-M14	AH-321-N11
AG-319-M14	AH-324-M03
AG-325-I09	AG-333-A04
AG-325-I09	AG-333-D08
AG-325-I09	AG-337-G21
AG-325-I09	AG-359-C09
AG-325-I09	AG-359-F04
AG-325-I09	AG-365-P03
AG-325-I09	AG-390-D05
AG-325-I09	AG-390-D15
AG-325-I09	AG-390-G23
AG-325-I09	AG-390-I17
AG-325-I09	AG-390-M02
AG-325-I09	AG-390-N04
AG-325-I09	AG-390-O04
AG-325-I09	AG-404-F06
AG-325-I09	AG-404-O18
AG-325-I09	AG-404-P20
AG-325-I09	AG-414-E06
AG-325-I09	AG-422-A21
AG-325-I09	AG-422-N14
AG-325-I09	AG-426-F10
AG-325-I09	AG-426-I10
AG-325-I09	AG-426-I21
AG-325-I09	AG-426-J10
AG-325-I09	AG-426-L19
AG-325-I09	AG-430-K19
AG-325-I09	AG-439-G19
AG-325-I09	AG-447-K09
AG-325-I09	AG-447-K11
AG-325-I09	AG-447-L07
AG-325-I09	AG-447-N08
AG-325-I09	AG-453-K22
AG-325-I09	AG-461-B21
AG-325-I09	AG-461-L09
AG-325-I09	AG-470-D16
AG-325-I09	AG-891-I18
AG-325-I09	AG-891-O15
AG-325-I09	AG-891-P20
AG-325-I09	AG-892-M06
AG-325-I09	AG-893-K09
AG-325-I09	AG-893-M20
AG-325-I09	AG-894-B07
AG-325-I09	AG-894-C10
AG-325-I09	AG-894-E10
AG-325-I09	AG-894-G18
AG-325-I09	AG-894-K14
AG-325-I09	AG-894-L17
AG-325-I09	AG-894-N05
AG-325-I09	AG-894-O04
AG-325-I09	AG-895-B19
AG-325-I09	AG-895-E07
AG-325-I09	AG-896-A16
AG-325-I09	AG-896-M10
AG-325-I09	AG-896-O18
AG-325-I09	AG-897-G09
AG-325-I09	AG-897-G15
AG-325-I09	AG-897-O11
AG-325-I09	AG-898-J17
AG-325-I09	AG-899-G02
AG-325-I09	AG-899-J02
AG-325-I09	AG-900-K16
AG-325-I09	AG-901-D23
AG-325-I09	AG-901-E23
AG-325-I09	AG-903-I23
AG-325-I09	AG-904-K03
AG-325-I09	AG-905-M05
AG-325-I09	AG-907-I19
AG-325-I09	AG-907-M07
AG-325-I09	AG-908-F18
AG-325-I09	AG-908-I10
AG-325-I09	AG-911-D18
AG-325-I09	AG-911-E05
AG-325-I09	AG-911-G14
AG-325-I09	AG-911-I02
AG-325-I09	AG-911-L17
AG-325-I09	AG-912-F23
AG-325-I09	AG-912-G22
AG-325-I09	AG-913-N02
AG-325-I09	AG-914-J05
AG-325-I09	AG-915-E06
AG-325-I09	AG-916-A19
AG-325-I09	AG-916-D16
AG-325-I09	AG-916-L20
AG-325-I09	AG-916-M06
AG-325-I09	AG-917-K20
AG-325-I09	AG-918-L07
AG-325-I09	AG-918-M20
AG-325-I09	AG-918-P10
AG-325-I09	AG-919-C22
AG-325-I09	AG-919-F21
AG-325-I09	AG-919-J11
AG-325-I09	AG-920-I06
AG-325-I09	AH-287-E19
AG-325-I09	AH-287-L13
AG-325-I09	AH-321-D13
AG-325-I09	AH-321-G15
AG-325-I09	AH-321-N11
AG-325-I09	AH-324-M03
AG-333-A04	AG-333-D08
AG-333-A04	AG-337-G21
AG-333-A04	AG-359-C09
AG-333-A04	AG-359-F04
AG-333-A04	AG-365-P03
AG-333-A04	AG-390-D05
AG-333-A04	AG-390-D15
AG-333-A04	AG-390-G23
AG-333-A04	AG-390-I17
AG-333-A04	AG-390-M02
AG-333-A04	AG-390-N04
AG-333-A04	AG-390-O04
AG-333-A04	AG-404-F06
AG-333-A04	AG-404-O18
AG-333-A04	AG-404-P20
AG-333-A04	AG-414-E06
AG-333-A04	AG-422-A21
AG-333-A04	AG-422-N14
AG-333-A04	AG-426-F10
AG-333-A04	AG-426-I10
AG-333-A04	AG-426-I21
AG-333-A04	AG-426-J10
AG-333-A04	AG-426-L19
AG-333-A04	AG-430-K19
AG-333-A04	AG-439-G19
AG-333-A04	AG-447-K09
AG-333-A04	AG-447-K11
AG-333-A04	AG-447-L07
AG-333-A04	AG-447-N08
AG-333-A04	AG-453-K22
AG-333-A04	AG-461-B21
AG-333-A04	AG-461-L09
AG-333-A04	AG-470-D16
AG-333-A04	AG-891-I18
AG-333-A04	AG-891-O15
AG-333-A04	AG-891-P20
AG-333-A04	AG-892-M06
AG-333-A04	AG-893-K09
AG-333-A04	AG-893-M20
AG-333-A04	AG-894-B07
AG-333-A04	AG-894-C10
AG-333-A04	AG-894-E10
AG-333-A04	AG-894-G18
AG-333-A04	AG-894-K14
AG-333-A04	AG-894-L17
AG-333-A04	AG-894-N05
AG-333-A04	AG-894-O04
AG-333-A04	AG-895-B19
AG-333-A04	AG-895-E07
AG-333-A04	AG-896-A16
AG-333-A04	AG-896-M10
AG-333-A04	AG-896-O18
AG-333-A04	AG-897-G09
AG-333-A04	AG-897-G15
AG-333-A04	AG-897-O11
AG-333-A04	AG-898-J17
AG-333-A04	AG-899-G02
AG-333-A04	AG-899-J02
AG-333-A04	AG-900-K16
AG-333-A04	AG-901-D23
AG-333-A04	AG-901-E23
AG-333-A04	AG-903-I23
AG-333-A04	AG-904-K03
AG-333-A04	AG-905-M05
AG-333-A04	AG-907-I19
AG-333-A04	AG-907-M07
AG-333-A04	AG-908-F18
AG-333-A04	AG-908-I10
AG-333-A04	AG-911-D18
AG-333-A04	AG-911-E05
AG-333-A04	AG-911-G14
AG-333-A04	AG-911-I02
AG-333-A04	AG-911-L17
AG-333-A04	AG-912-F23
AG-333-A04	AG-912-G22
AG-333-A04	AG-913-N02
AG-333-A04	AG-914-J05
AG-333-A04	AG-915-E06
AG-333-A04	AG-916-A19
AG-333-A04	AG-916-D16
AG-333-A04	AG-916-L20
AG-333-A04	AG-916-M06
AG-333-A04	AG-917-K20
AG-333-A04	AG-918-L07
AG-333-A04	AG-918-M20
AG-333-A04	AG-918-P10
AG-333-A04	AG-919-C22
AG-333-A04	AG-919-F21
AG-333-A04	AG-919-J11
AG-333-A04	AG-920-I06
AG-333-A04	AH-287-E19
AG-333-A04	AH-287-L13
AG-333-A04	AH-321-D13
AG-333-A04	AH-321-G15
AG-333-A04	AH-321-N11
AG-333-A04	AH-324-M03
AG-333-D08	AG-337-G21
AG-333-D08	AG-359-C09
AG-333-D08	AG-359-F04
AG-333-D08	AG-365-P03
AG-333-D08	AG-390-D05
AG-333-D08	AG-390-D15
AG-333-D08	AG-390-G23
AG-333-D08	AG-390-I17
AG-333-D08	AG-390-M02
AG-333-D08	AG-390-N04
AG-333-D08	AG-390-O04
AG-333-D08	AG-404-F06
AG-333-D08	AG-404-O18
AG-333-D08	AG-404-P20
AG-333-D08	AG-414-E06
AG-333-D08	AG-422-A21
AG-333-D08	AG-422-N14
AG-333-D08	AG-426-F10
AG-333-D08	AG-426-I10
AG-333-D08	AG-426-I21
AG-333-D08	AG-426-J10
AG-333-D08	AG-426-L19
AG-333-D08	AG-430-K19
AG-333-D08	AG-439-G19
AG-333-D08	AG-447-K09
AG-333-D08	AG-447-K11
AG-333-D08	AG-447-L07
AG-333-D08	AG-447-N08
AG-333-D08	AG-453-K22
AG-333-D08	AG-461-B21
AG-333-D08	AG-461-L09
AG-333-D08	AG-470-D16
AG-333-D08	AG-891-I18
AG-333-D08	AG-891-O15
AG-333-D08	AG-891-P20
AG-333-D08	AG-892-M06
AG-333-D08	AG-893-K09
AG-333-D08	AG-893-M20
AG-333-D08	AG-894-B07
AG-333-D08	AG-894-C10
AG-333-D08	AG-894-E10
AG-333-D08	AG-894-G18
AG-333-D08	AG-894-K14
AG-333-D08	AG-894-L17
AG-333-D08	AG-894-N05
AG-333-D08	AG-894-O04
AG-333-D08	AG-895-B19
AG-333-D08	AG-895-E07
AG-333-D08	AG-896-A16
AG-333-D08	AG-896-M10
AG-333-D08	AG-896-O18
AG-333-D08	AG-897-G09
AG-333-D08	AG-897-G15
AG-333-D08	AG-897-O11
AG-333-D08	AG-898-J17
AG-333-D08	AG-899-G02
AG-333-D08	AG-899-J02
AG-333-D08	AG-900-K16
AG-333-D08	AG-901-D23
AG-333-D08	AG-901-E23
AG-333-D08	AG-903-I23
AG-333-D08	AG-904-K03
AG-333-D08	AG-905-M05
AG-333-D08	AG-907-I19
AG-333-D08	AG-907-M07
AG-333-D08	AG-908-F18
AG-333-D08	AG-908-I10
AG-333-D08	AG-911-D18
AG-333-D08	AG-911-E05
AG-333-D08	AG-911-G14
AG-333-D08	AG-911-I02
AG-333-D08	AG-911-L17
AG-333-D08	AG-912-F23
AG-333-D08	AG-912-G22
AG-333-D08	AG-913-N02
AG-333-D08	AG-914-J05
AG-333-D08	AG-915-E06
AG-333-D08	AG-916-A19
AG-333-D08	AG-916-D16
AG-333-D08	AG-916-L20
AG-333-D08	AG-916-M06
AG-333-D08	AG-917-K20
AG-333-D08	AG-918-L07
AG-333-D08	AG-918-M20
AG-333-D08	AG-918-P10
AG-333-D08	AG-919-C22
AG-333-D08	AG-919-F21
AG-333-D08	AG-919-J11
AG-333-D08	AG-920-I06
AG-333-D08	AH-287-E19
AG-333-D08	AH-287-L13
AG-333-D08	AH-321-D13
AG-333-D08	AH-321-G15
AG-333-D08	AH-321-N11
AG-333-D08	AH-324-M03
AG-337-G21	AG-359-C09
AG-337-G21	AG-359-F04
AG-337-G21	AG-365-P03
AG-337-G21	AG-390-D05
AG-337-G21	AG-390-D15
AG-337-G21	AG-390-G23
AG-337-G21	AG-390-I17
AG-337-G21	AG-390-M02
AG-337-G21	AG-390-N04
AG-337-G21	AG-390-O04
AG-337-G21	AG-404-F06
AG-337-G21	AG-404-O18
AG-337-G21	AG-404-P20
AG-337-G21	AG-414-E06
AG-337-G21	AG-422-A21
AG-337-G21	AG-422-N14
AG-337-G21	AG-426-F10
AG-337-G21	AG-426-I10
AG-337-G21	AG-426-I21
AG-337-G21	AG-426-J10
AG-337-G21	AG-426-L19
AG-337-G21	AG-430-K19
AG-337-G21	AG-439-G19
AG-337-G21	AG-447-K09
AG-337-G21	AG-447-K11
AG-337-G21	AG-447-L07
AG-337-G21	AG-447-N08
AG-337-G21	AG-453-K22
AG-337-G21	AG-461-B21
AG-337-G21	AG-461-L09
AG-337-G21	AG-470-D16
AG-337-G21	AG-891-I18
AG-337-G21	AG-891-O15
AG-337-G21	AG-891-P20
AG-337-G21	AG-892-M06
AG-337-G21	AG-893-K09
AG-337-G21	AG-893-M20
AG-337-G21	AG-894-B07
AG-337-G21	AG-894-C10
AG-337-G21	AG-894-E10
AG-337-G21	AG-894-G18
AG-337-G21	AG-894-K14
AG-337-G21	AG-894-L17
AG-337-G21	AG-894-N05
AG-337-G21	AG-894-O04
AG-337-G21	AG-895-B19
AG-337-G21	AG-895-E07
AG-337-G21	AG-896-A16
AG-337-G21	AG-896-M10
AG-337-G21	AG-896-O18
AG-337-G21	AG-897-G09
AG-337-G21	AG-897-G15
AG-337-G21	AG-897-O11
AG-337-G21	AG-898-J17
AG-337-G21	AG-899-G02
AG-337-G21	AG-899-J02
AG-337-G21	AG-900-K16
AG-337-G21	AG-901-D23
AG-337-G21	AG-901-E23
AG-337-G21	AG-903-I23
AG-337-G21	AG-904-K03
AG-337-G21	AG-905-M05
AG-337-G21	AG-907-I19
AG-337-G21	AG-907-M07
AG-337-G21	AG-908-F18
AG-337-G21	AG-908-I10
AG-337-G21	AG-911-D18
AG-337-G21	AG-911-E05
AG-337-G21	AG-911-G14
AG-337-G21	AG-911-I02
AG-337-G21	AG-911-L17
AG-337-G21	AG-912-F23
AG-337-G21	AG-912-G22
AG-337-G21	AG-913-N02
AG-337-G21	AG-914-J05
AG-337-G21	AG-915-E06
AG-337-G21	AG-916-A19
AG-337-G21	AG-916-D16
AG-337-G21	AG-916-L20
AG-337-G21	AG-916-M06
AG-337-G21	AG-917-K20
AG-337-G21	AG-918-L07
AG-337-G21	AG-918-M20
AG-337-G21	AG-918-P10
AG-337-G21	AG-919-C22
AG-337-G21	AG-919-F21
AG-337-G21	AG-919-J11
AG-337-G21	AG-920-I06
AG-337-G21	AH-287-E19
AG-337-G21	AH-287-L13
AG-337-G21	AH-321-D13
AG-337-G21	AH-321-G15
AG-337-G21	AH-321-N11
AG-337-G21	AH-324-M03
AG-359-C09	AG-359-F04
AG-359-C09	AG-365-P03
AG-359-C09	AG-390-D05
AG-359-C09	AG-390-D15
AG-359-C09	AG-390-G23
AG-359-C09	AG-390-I17
AG-359-C09	AG-390-M02
AG-359-C09	AG-390-N04
AG-359-C09	AG-390-O04
AG-359-C09	AG-404-F06
AG-359-C09	AG-404-O18
AG-359-C09	AG-404-P20
AG-359-C09	AG-414-E06
AG-359-C09	AG-422-A21
AG-359-C09	AG-422-N14
AG-359-C09	AG-426-F10
AG-359-C09	AG-426-I10
AG-359-C09	AG-426-I21
AG-359-C09	AG-426-J10
AG-359-C09	AG-426-L19
AG-359-C09	AG-430-K19
AG-359-C09	AG-439-G19
AG-359-C09	AG-447-K09
AG-359-C09	AG-447-K11
AG-359-C09	AG-447-L07
AG-359-C09	AG-447-N08
AG-359-C09	AG-453-K22
AG-359-C09	AG-461-B21
AG-359-C09	AG-461-L09
AG-359-C09	AG-470-D16
AG-359-C09	AG-891-I18
AG-359-C09	AG-891-O15
AG-359-C09	AG-891-P20
AG-359-C09	AG-892-M06
AG-359-C09	AG-893-K09
AG-359-C09	AG-893-M20
AG-359-C09	AG-894-B07
AG-359-C09	AG-894-C10
AG-359-C09	AG-894-E10
AG-359-C09	AG-894-G18
AG-359-C09	AG-894-K14
AG-359-C09	AG-894-L17
AG-359-C09	AG-894-N05
AG-359-C09	AG-894-O04
AG-359-C09	AG-895-B19
AG-359-C09	AG-895-E07
AG-359-C09	AG-896-A16
AG-359-C09	AG-896-M10
AG-359-C09	AG-896-O18
AG-359-C09	AG-897-G09
AG-359-C09	AG-897-G15
AG-359-C09	AG-897-O11
AG-359-C09	AG-898-J17
AG-359-C09	AG-899-G02
AG-359-C09	AG-899-J02
AG-359-C09	AG-900-K16
AG-359-C09	AG-901-D23
AG-359-C09	AG-901-E23
AG-359-C09	AG-903-I23
AG-359-C09	AG-904-K03
AG-359-C09	AG-905-M05
AG-359-C09	AG-907-I19
AG-359-C09	AG-907-M07
AG-359-C09	AG-908-F18
AG-359-C09	AG-908-I10
AG-359-C09	AG-911-D18
AG-359-C09	AG-911-E05
AG-359-C09	AG-911-G14
AG-359-C09	AG-911-I02
AG-359-C09	AG-911-L17
AG-359-C09	AG-912-F23
AG-359-C09	AG-912-G22
AG-359-C09	AG-913-N02
AG-359-C09	AG-914-J05
AG-359-C09	AG-915-E06
AG-359-C09	AG-916-A19
AG-359-C09	AG-916-D16
AG-359-C09	AG-916-L20
AG-359-C09	AG-916-M06
AG-359-C09	AG-917-K20
AG-359-C09	AG-918-L07
AG-359-C09	AG-918-M20
AG-359-C09	AG-918-P10
AG-359-C09	AG-919-C22
AG-359-C09	AG-919-F21
AG-359-C09	AG-919-J11
AG-359-C09	AG-920-I06
AG-359-C09	AH-287-E19
AG-359-C09	AH-287-L13
AG-359-C09	AH-321-D13
AG-359-C09	AH-321-G15
AG-359-C09	AH-321-N11
AG-359-C09	AH-324-M03
AG-359-F04	AG-365-P03
AG-359-F04	AG-390-D05
AG-359-F04	AG-390-D15
AG-359-F04	AG-390-G23
AG-359-F04	AG-390-I17
AG-359-F04	AG-390-M02
AG-359-F04	AG-390-N04
AG-359-F04	AG-390-O04
AG-359-F04	AG-404-F06
AG-359-F04	AG-404-O18
AG-359-F04	AG-404-P20
AG-359-F04	AG-414-E06
AG-359-F04	AG-422-A21
AG-359-F04	AG-422-N14
AG-359-F04	AG-426-F10
AG-359-F04	AG-426-I10
AG-359-F04	AG-426-I21
AG-359-F04	AG-426-J10
AG-359-F04	AG-426-L19
AG-359-F04	AG-430-K19
AG-359-F04	AG-439-G19
AG-359-F04	AG-447-K09
AG-359-F04	AG-447-K11
AG-359-F04	AG-447-L07
AG-359-F04	AG-447-N08
AG-359-F04	AG-453-K22
AG-359-F04	AG-461-B21
AG-359-F04	AG-461-L09
AG-359-F04	AG-470-D16
AG-359-F04	AG-891-I18
AG-359-F04	AG-891-O15
AG-359-F04	AG-891-P20
AG-359-F04	AG-892-M06
AG-359-F04	AG-893-K09
AG-359-F04	AG-893-M20
AG-359-F04	AG-894-B07
AG-359-F04	AG-894-C10
AG-359-F04	AG-894-E10
AG-359-F04	AG-894-G18
AG-359-F04	AG-894-K14
AG-359-F04	AG-894-L17
AG-359-F04	AG-894-N05
AG-359-F04	AG-894-O04
AG-359-F04	AG-895-B19
AG-359-F04	AG-895-E07
AG-359-F04	AG-896-A16
AG-359-F04	AG-896-M10
AG-359-F04	AG-896-O18
AG-359-F04	AG-897-G09
AG-359-F04	AG-897-G15
AG-359-F04	AG-897-O11
AG-359-F04	AG-898-J17
AG-359-F04	AG-899-G02
AG-359-F04	AG-899-J02
AG-359-F04	AG-900-K16
AG-359-F04	AG-901-D23
AG-359-F04	AG-901-E23
AG-359-F04	AG-903-I23
AG-359-F04	AG-904-K03
AG-359-F04	AG-905-M05
AG-359-F04	AG-907-I19
AG-359-F04	AG-907-M07
AG-359-F04	AG-908-F18
AG-359-F04	AG-908-I10
AG-359-F04	AG-911-D18
AG-359-F04	AG-911-E05
AG-359-F04	AG-911-G14
AG-359-F04	AG-911-I02
AG-359-F04	AG-911-L17
AG-359-F04	AG-912-F23
AG-359-F04	AG-912-G22
AG-359-F04	AG-913-N02
AG-359-F04	AG-914-J05
AG-359-F04	AG-915-E06
AG-359-F04	AG-916-A19
AG-359-F04	AG-916-D16
AG-359-F04	AG-916-L20
AG-359-F04	AG-916-M06
AG-359-F04	AG-917-K20
AG-359-F04	AG-918-L07
AG-359-F04	AG-918-M20
AG-359-F04	AG-918-P10
AG-359-F04	AG-919-C22
AG-359-F04	AG-919-F21
AG-359-F04	AG-919-J11
AG-359-F04	AG-920-I06
AG-359-F04	AH-287-E19
AG-359-F04	AH-287-L13
AG-359-F04	AH-321-D13
AG-359-F04	AH-321-G15
AG-359-F04	AH-321-N11
AG-359-F04	AH-324-M03
AG-365-P03	AG-390-D05
AG-365-P03	AG-390-D15
AG-365-P03	AG-390-G23
AG-365-P03	AG-390-I17
AG-365-P03	AG-390-M02
AG-365-P03	AG-390-N04
AG-365-P03	AG-390-O04
AG-365-P03	AG-404-F06
AG-365-P03	AG-404-O18
AG-365-P03	AG-404-P20
AG-365-P03	AG-414-E06
AG-365-P03	AG-422-A21
AG-365-P03	AG-422-N14
AG-365-P03	AG-426-F10
AG-365-P03	AG-426-I10
AG-365-P03	AG-426-I21
AG-365-P03	AG-426-J10
AG-365-P03	AG-426-L19
AG-365-P03	AG-430-K19
AG-365-P03	AG-439-G19
AG-365-P03	AG-447-K09
AG-365-P03	AG-447-K11
AG-365-P03	AG-447-L07
AG-365-P03	AG-447-N08
AG-365-P03	AG-453-K22
AG-365-P03	AG-461-B21
AG-365-P03	AG-461-L09
AG-365-P03	AG-470-D16
AG-365-P03	AG-891-I18
AG-365-P03	AG-891-O15
AG-365-P03	AG-891-P20
AG-365-P03	AG-892-M06
AG-365-P03	AG-893-K09
AG-365-P03	AG-893-M20
AG-365-P03	AG-894-B07
AG-365-P03	AG-894-C10
AG-365-P03	AG-894-E10
AG-365-P03	AG-894-G18
AG-365-P03	AG-894-K14
AG-365-P03	AG-894-L17
AG-365-P03	AG-894-N05
AG-365-P03	AG-894-O04
AG-365-P03	AG-895-B19
AG-365-P03	AG-895-E07
AG-365-P03	AG-896-A16
AG-365-P03	AG-896-M10
AG-365-P03	AG-896-O18
AG-365-P03	AG-897-G09
AG-365-P03	AG-897-G15
AG-365-P03	AG-897-O11
AG-365-P03	AG-898-J17
AG-365-P03	AG-899-G02
AG-365-P03	AG-899-J02
AG-365-P03	AG-900-K16
AG-365-P03	AG-901-D23
AG-365-P03	AG-901-E23
AG-365-P03	AG-903-I23
AG-365-P03	AG-904-K03
AG-365-P03	AG-905-M05
AG-365-P03	AG-907-I19
AG-365-P03	AG-907-M07
AG-365-P03	AG-908-F18
AG-365-P03	AG-908-I10
AG-365-P03	AG-911-D18
AG-365-P03	AG-911-E05
AG-365-P03	AG-911-G14
AG-365-P03	AG-911-I02
AG-365-P03	AG-911-L17
AG-365-P03	AG-912-F23
AG-365-P03	AG-912-G22
AG-365-P03	AG-913-N02
AG-365-P03	AG-914-J05
AG-365-P03	AG-915-E06
AG-365-P03	AG-916-A19
AG-365-P03	AG-916-D16
AG-365-P03	AG-916-L20
AG-365-P03	AG-916-M06
AG-365-P03	AG-917-K20
AG-365-P03	AG-918-L07
AG-365-P03	AG-918-M20
AG-365-P03	AG-918-P10
AG-365-P03	AG-919-C22
AG-365-P03	AG-919-F21
AG-365-P03	AG-919-J11
AG-365-P03	AG-920-I06
AG-365-P03	AH-287-E19
AG-365-P03	AH-287-L13
AG-365-P03	AH-321-D13
AG-365-P03	AH-321-G15
AG-365-P03	AH-321-N11
AG-365-P03	AH-324-M03
AG-390-D05	AG-390-D15
AG-390-D05	AG-390-G23
AG-390-D05	AG-390-I17
AG-390-D05	AG-390-M02
AG-390-D05	AG-390-N04
AG-390-D05	AG-390-O04
AG-390-D05	AG-404-F06
AG-390-D05	AG-404-O18
AG-390-D05	AG-404-P20
AG-390-D05	AG-414-E06
AG-390-D05	AG-422-A21
AG-390-D05	AG-422-N14
AG-390-D05	AG-426-F10
AG-390-D05	AG-426-I10
AG-390-D05	AG-426-I21
AG-390-D05	AG-426-J10
