# query	subject	ANI%
AG-313-A04	AG-447-B22	72.0447560975609
AG-313-A04	AG-447-E07	72.0212967581047
AG-313-A04	AG-447-N08	72.0928193832599
AG-313-A04	AG-447-O15	69.6233999999999
AG-313-A04	AG-447-P19	82.0526845637584
AG-313-A04	AG-453-G21	71.7135277777777
AG-313-A04	AG-453-I04	71.9170895522388
AG-313-A04	AG-457-M14	69.7368181818181
AG-313-A04	AG-461-B13	71.9929305912596
AG-313-A04	AG-461-M14	71.9167477203647
AG-313-A04	AG-461-M18	71.9061151079137
AG-313-A04	AG-470-G21	71.8267766497462
AG-313-A04	AG-891-D10	71.8886340206185
AG-313-A04	AG-891-K05	69.4611382113821
AG-313-A04	AG-891-K19	69.7242452830188
AG-313-A04	AG-891-K21	69.505
AG-313-A04	AG-891-P06	69.7633333333333
AG-313-A04	AG-891-P20	69.507304347826
AG-313-A04	AG-892-B11	71.7465929203539
AG-313-A04	AG-892-C18	71.9008314087759
AG-313-A04	AG-892-E23	70.0871875
AG-313-A04	AG-892-M06	70.2563366336634
AG-313-A04	AG-893-A21	69.5689075630252
AG-313-A04	AG-893-B07	70.477619047619
AG-313-A04	AG-893-E15	69.693188405797
AG-313-A04	AG-893-E16	69.9933333333333
AG-313-A04	AG-893-E21	70.1792753623188
AG-313-A04	AG-893-J08	71.9952087912088
AG-313-A04	AG-893-K07	69.6279487179487
AG-313-A04	AG-893-L04	70.8779569892472
AG-313-A04	AG-893-M03	70.7559090909091
AG-313-A04	AG-893-N22	72.0841726618704
AG-313-A04	AG-894-B06	72.1521126760563
AG-313-A04	AG-894-E10	71.9834306569343
AG-313-A04	AG-894-G18	72.1174441687344
AG-313-A04	AG-894-I07	70.6226315789474
AG-313-A04	AG-894-I19	72.0002763819094
AG-313-A04	AG-894-J16	72.1182253521126
AG-313-A04	AG-894-K14	72.0737621359223
AG-313-A04	AG-894-K15	72.0905370843989
AG-313-A04	AG-894-M18	72.0317297297297
AG-313-A04	AG-894-N13	69.7687068965517
AG-313-A04	AG-894-O02	70.0076119402985
AG-313-A04	AG-894-O04	69.5564197530864
AG-313-A04	AG-894-P23	72.1068384074941
AG-313-A04	AG-895-B06	72.2011111111111
AG-313-A04	AG-895-B20	69.2143902439024
AG-313-A04	AG-896-A16	69.5598666666666
AG-313-A04	AG-896-F06	71.7926179245283
AG-313-A04	AG-896-K10	72.0881111111111
AG-313-A04	AG-897-G09	71.9121651785713
AG-313-A04	AG-898-J19	71.801550802139
AG-313-A04	AG-899-B02	69.6631249999999
AG-313-A04	AG-899-C17	71.7081958762886
AG-313-A04	AG-899-G03	72.0644347826087
AG-313-A04	AG-899-I09	69.5163636363636
AG-313-A04	AG-899-M17	69.9444086021505
AG-313-A04	AG-899-N21	72.1457907542578
AG-313-A04	AG-900-E18	72.0839285714286
AG-313-A04	AG-900-G22	71.8852116402116
AG-313-A04	AG-900-I13	71.8802869757174
AG-313-A04	AG-900-M14	70.1308547008546
AG-313-A04	AG-900-M23	71.7238381201044
AG-313-A04	AG-903-E15	72.2265879265091
AG-313-A04	AG-903-F09	72.182291169451
AG-313-A04	AG-903-L07	71.6178554778555
AG-313-A04	AG-903-O08	72.2002676399027
AG-313-A04	AG-904-K16	70.0707246376811
AG-313-A04	AG-904-O04	69.8007936507936
AG-313-A04	AG-905-B19	78.9652994011975
AG-313-A04	AG-905-E11	71.8126757369615
AG-313-A04	AG-905-O21	69.6454901960784
AG-313-A04	AG-907-B09	70.8309152542373
AG-313-A04	AG-907-C04	72.0573820754717
AG-313-A04	AG-907-C09	71.7612151898734
AG-313-A04	AG-907-I19	69.7351428571428
AG-313-A04	AG-908-F18	71.7001985111662
AG-313-A04	AG-908-F20	72.0096396396396
AG-313-A04	AG-908-I21	72.1468733850129
AG-313-A04	AG-909-E04	71.9834059945504
AG-313-A04	AG-910-B05	71.9864108352144
AG-313-A04	AG-911-E02	70.5413392857143
AG-313-A04	AG-911-F16	69.4004918032787
AG-313-A04	AG-911-G06	71.9761691542288
AG-313-A04	AG-911-J19	71.9144444444444
AG-313-A04	AG-911-K15	71.676024691358
AG-313-A04	AG-911-N14	71.6281018518517
AG-313-A04	AG-912-D10	75.2831478770131
AG-313-A04	AG-912-J06	78.6862573964497
AG-313-A04	AG-912-J07	70.3174603174603
AG-313-A04	AG-912-M06	71.7587257617728
AG-313-A04	AG-913-A07	71.6953670886076
AG-313-A04	AG-914-G22	71.9700707547169
AG-313-A04	AG-915-C06	70.3315555555555
AG-313-A04	AG-915-C08	72.0106234413964
AG-313-A04	AG-915-G14	71.9255902004454
AG-313-A04	AG-915-I10	69.7052307692307
AG-313-A04	AG-915-J15	71.9989896373057
AG-313-A04	AG-915-O06	69.7497115384615
AG-313-A04	AG-916-D16	75.3540662650602
AG-313-A04	AG-916-E19	71.9757272727272
AG-313-A04	AG-916-I16	70.7558558558558
AG-313-A04	AG-916-J06	71.8380637254901
AG-313-A04	AG-916-L20	69.7295890410958
AG-313-A04	AG-916-M06	72.2370634920635
AG-313-A04	AG-916-M14	69.7405405405405
AG-313-A04	AG-916-M15	72.1305925925925
AG-313-A04	AG-916-N14	72.0834725274725
AG-313-A04	AG-916-N15	69.9285333333333
AG-313-A04	AG-916-O06	75.6135333333332
AG-313-A04	AG-917-C08	72.1829716981132
AG-313-A04	AG-917-E05	71.915731707317
AG-313-A04	AG-917-I17	72.3287529411763
AG-313-A04	AG-917-N08	78.2782310984307
AG-313-A04	AG-917-P07	71.958037825059
AG-313-A04	AG-918-E06	71.8717293233082
AG-313-A04	AG-918-G15	72.0891062801931
AG-313-A04	AG-918-K13	71.8833863636363
AG-313-A04	AG-918-P10	71.6722531645569
AG-313-A04	AG-918-P15	72.4442051282051
AG-313-A04	AG-919-A02	72.0890238095238
AG-313-A04	AG-919-I13	78.4247341115435
AG-313-A04	AG-920-I21	79.2366210045661
AG-313-A04	AH-287-B07	72.0449209932279
AG-313-A04	AH-287-E19	78.5779558823529
AG-313-A04	AH-287-J18	71.9926603325415
AG-313-A04	AH-287-O09	71.9613559322033
AG-313-A04	AH-321-D15	69.775909090909
AG-313-A04	AH-321-D17	72.0933257403189
AG-313-A04	AH-321-G15	71.9606632653061
AG-313-A04	AH-321-K15	72.1399999999999
AG-313-A04	AH-321-N11	71.8367734553775
AG-313-C04	AG-313-D08	78.485244519393
AG-313-C04	AG-319-B05	80.6407675906181
AG-313-C04	AG-319-D09	80.6229633300296
AG-313-C04	AG-390-E17	86.4855833333333
AG-313-C04	AG-464-G03	68.9246296296296
AG-313-C04	AH-324-J07	68.3146428571428
AG-313-D08	AG-319-B05	79.0936456211813
AG-319-D07	AG-319-B05	69.9542592592592
AG-319-D07	AG-319-M14	70.8127672955975
AG-319-D07	AG-325-G21	69.7193984962406
AG-319-D07	AG-325-L02	70.1794354838709
AG-319-D07	AG-325-L05	70.3116037735849
AG-319-D07	AG-333-D08	69.6990551181102
AG-319-D07	AG-337-F02	73.8538401253918
AG-319-D07	AG-337-G11	69.9928448275862
AG-319-D07	AG-337-K15	68.8705479452054
AG-319-D07	AG-349-D08	69.87578125
AG-319-D07	AG-349-G20	68.845
AG-319-D07	AG-359-C09	70.2923611111111
AG-319-D07	AG-359-G22	70.2696638655462
AG-319-D07	AG-359-I09	70.1961904761904
AG-319-D07	AG-359-J18	69.7251515151515
AG-319-D07	AG-359-N17	70.6559405940594
AG-319-D07	AG-359-O11	70.6920134228187
AG-319-D07	AG-365-P03	70.4189102564103
AG-319-D07	AG-390-L20	69.3234615384615
AG-319-D07	AG-404-B04	70.0123529411764
AG-319-D07	AG-404-C23	70.0621052631579
AG-319-D07	AG-404-N21	69.5094897959183
AG-319-D07	AG-404-P08	70.620652173913
AG-319-D07	AG-410-O02	70.4973287671232
AG-319-D07	AG-414-D07	70.1722222222222
AG-319-D07	AG-414-E02	70.451554054054
AG-319-D07	AG-414-E06	74.7326846590909
AG-319-D07	AG-422-J16	73.7845856353591
AG-319-D07	AG-422-M03	68.7863793103448
AG-319-D07	AG-422-N03	73.8038484848484
AG-319-D07	AG-426-B11	70.011652173913
AG-319-D07	AG-426-D09	70.3319285714285
AG-319-D07	AG-426-F20	69.17575
AG-319-D07	AG-426-I10	70.3897761194029
AG-319-D07	AG-426-L15	69.7881739130434
AG-319-D07	AG-426-L19	70.3979439252336
AG-319-D07	AG-426-M05	70.5350649350649
AG-319-D07	AG-426-O05	70.015221238938
AG-319-D07	AG-430-F03	69.8016964285714
AG-319-D07	AG-430-G14	69.2764655172413
AG-319-D07	AG-430-K14	69.768923076923
AG-319-D07	AG-439-D15	69.9145360824742
AG-319-D07	AG-439-I19	70.8478313253011
AG-319-D07	AG-447-B22	70.5557851239669
AG-319-D07	AG-447-E07	70.4569105691057
AG-319-D07	AG-447-N08	70.1542675159235
AG-319-D07	AG-447-O15	80.6773940677965
AG-319-D07	AG-447-P19	69.4369026548672
AG-319-D07	AG-453-I04	70.3726388888889
AG-319-D07	AG-457-M14	69.4538317757009
AG-319-D07	AG-461-M14	71.0766666666666
AG-319-D07	AG-461-M18	70.4153571428571
AG-319-D07	AG-470-G21	70.4243262411348
AG-319-D07	AG-891-D10	70.2845033112582
AG-319-D07	AG-891-K19	74.0736541353383
AG-319-D07	AG-891-K21	73.9018739903069
AG-319-D07	AG-891-P06	73.6377339901477
AG-319-D07	AG-891-P20	73.7858595988538
AG-319-D07	AG-892-B11	70.448940397351
AG-319-D07	AG-892-C18	69.9712068965517
AG-319-D07	AG-892-E23	70.4540689655172
AG-319-D07	AG-892-M06	69.4017391304347
AG-319-D07	AG-893-A21	73.7831769436996
AG-319-D07	AG-893-B07	69.3075257731958
AG-319-D07	AG-893-E15	70.7798684210526
AG-319-D07	AG-893-E16	70.4331609195402
AG-319-D07	AG-893-E21	70.5633333333333
AG-319-D07	AG-893-J08	70.3702958579881
AG-319-D07	AG-893-K07	69.1762962962963
AG-319-D07	AG-893-L04	69.7671084337349
AG-319-D07	AG-893-M03	69.6567924528302
AG-319-D07	AG-893-N22	70.4617557251908
AG-319-D07	AG-894-B06	70.6010322580645
AG-319-D07	AG-894-G18	70.5780821917808
AG-319-D07	AG-894-I19	70.0672881355932
AG-319-D07	AG-894-J16	69.7539285714285
AG-319-D07	AG-894-K14	70.2995348837209
AG-319-D07	AG-894-M18	70.4335245901638
AG-319-D07	AG-894-N13	73.8572027027027
AG-319-D07	AG-894-O02	70.6354729729729
AG-319-D07	AG-894-O04	70.684303030303
AG-319-D07	AG-894-P23	70.4066874999999
AG-319-D07	AG-895-B06	70.4841129032257
AG-319-D07	AG-895-B20	69.1637974683544
AG-319-D07	AG-896-A16	69.3626666666666
AG-319-D07	AG-896-F06	70.5045962732919
AG-319-D07	AG-897-G09	70.4812804878048
AG-319-D07	AG-898-J19	70.7209629629629
AG-319-D07	AG-899-B02	68.8301694915254
AG-319-D07	AG-899-C17	70.4765693430656
AG-319-D07	AG-899-G03	70.4999130434782
AG-319-D07	AG-899-I09	68.7754385964912
AG-319-D07	AG-899-M17	73.9369501466275
AG-319-D07	AG-899-N21	70.4279166666666
AG-319-D07	AG-900-E18	69.8655652173913
AG-319-D07	AG-900-G22	70.4182089552239
AG-319-D07	AG-900-I13	70.6103821656051
AG-319-D07	AG-900-M14	69.7647222222222
AG-319-D07	AG-900-M23	70.3841269841269
AG-319-D07	AG-903-E15	70.2098181818181
AG-319-D07	AG-903-F09	70.6022480620154
AG-319-D07	AG-903-L07	70.4419108280254
AG-319-D07	AG-904-K16	70.6171328671328
AG-319-D07	AG-904-O04	70.6812056737588
AG-319-D07	AG-905-B19	69.4049999999999
AG-319-D07	AG-905-E11	70.0720253164556
AG-319-D07	AG-905-O21	73.844358974359
AG-319-D07	AG-907-B09	69.3054455445544
AG-319-D07	AG-907-C04	70.2487591240875
AG-319-D07	AG-907-C09	70.198141025641
AG-319-D07	AG-907-I19	69.1176829268292
AG-319-D07	AG-908-F18	70.36231292517
AG-319-D07	AG-908-I21	70.3050359712231
AG-319-D07	AG-910-B05	70.0034285714285
AG-319-D07	AG-911-E02	69.891443298969
AG-319-D07	AG-911-F16	69.2754117647059
AG-319-D07	AG-911-G06	70.200671641791
AG-319-D07	AG-911-J19	70.0915568862276
AG-319-D07	AG-911-K15	70.20016
AG-319-D07	AG-912-D10	70.091746031746
AG-319-D07	AG-912-J06	69.6331313131313
AG-319-D07	AG-912-J07	70.8530656934306
AG-319-D07	AG-912-M06	70.0919047619047
AG-319-D07	AG-913-A07	69.696947368421
AG-319-D07	AG-914-G22	69.8788333333333
AG-319-D07	AG-915-C06	74.0680438184663
AG-319-D07	AG-915-C08	70.125
AG-319-D07	AG-915-G14	70.5314285714285
AG-319-D07	AG-915-I10	70.564424778761
AG-319-D07	AG-915-J15	70.0913793103448
AG-319-D07	AG-915-O06	73.9693570219966
AG-319-D07	AG-916-E19	70.535731707317
AG-319-D07	AG-916-I16	69.7872727272727
AG-319-D07	AG-916-J06	70.3896268656716
AG-319-D07	AG-916-L20	70.7495424836601
AG-319-D07	AG-916-M06	70.1791111111111
AG-319-D07	AG-916-M14	70.4270945945946
AG-319-D07	AG-916-M15	70.3546853146853
AG-319-D07	AG-916-N14	70.7915584415584
AG-319-D07	AG-916-N15	70.7465
AG-319-D07	AG-916-O06	69.8153508771929
AG-319-D07	AG-917-C08	70.5351700680271
AG-319-D07	AG-917-E05	70.4386131386861
AG-319-D07	AG-917-I17	70.4537162162162
AG-319-D07	AG-917-N08	68.8930337078651
AG-319-D07	AG-917-P07	70.0935211267605
AG-319-D07	AG-918-E06	70.3210091743119
AG-319-D07	AG-918-G15	70.3634999999999
AG-319-D07	AG-918-K13	70.4836305732484
AG-319-D07	AG-918-P15	70.6335245901639
AG-319-D07	AG-919-A02	70.216712328767
AG-319-D07	AG-919-I13	69.2836538461538
AG-319-D07	AG-920-I21	69.0535106382978
AG-319-D07	AH-287-B07	70.6045341614907
AG-319-D07	AH-287-E19	69.0659999999999
AG-319-D07	AH-287-O09	70.111484375
AG-319-D07	AH-321-D15	69.4677528089887
AG-319-D07	AH-321-D17	70.5019727891156
AG-319-D07	AH-321-G15	70.0434513274336
AG-319-D07	AH-321-K15	70.2953435114504
AG-319-D07	AH-321-N11	70.264965034965
AG-319-D09	AG-313-D08	79.3809606147935
AG-319-D09	AG-319-B05	95.0020673076924
AG-319-D09	AG-319-D07	69.1076785714285
AG-319-D09	AG-319-M14	69.2192424242424
AG-319-D09	AG-333-A04	69.61546875
AG-319-D09	AG-333-K06	68.8566666666666
AG-319-D09	AG-337-G04	69.2371929824561
AG-319-D09	AG-349-O05	69.3071428571428
AG-319-D09	AG-390-C17	69.4090909090909
AG-319-D09	AG-390-C19	68.9805263157894
AG-319-D09	AG-390-D18	69.7848214285714
AG-319-D09	AG-390-G11	69.5430909090908
AG-319-D09	AG-390-G23	68.686037735849
AG-319-D09	AG-390-L03	69.9163793103448
AG-319-D09	AG-404-N13	68.6512280701754
AG-319-D09	AG-414-E06	69.1356603773585
AG-319-D09	AG-414-F21	68.9539999999999
AG-319-D09	AG-414-K15	69.243492063492
AG-319-D09	AG-414-L04	68.5866071428571
AG-319-D09	AG-422-D23	69.8128571428571
AG-319-D09	AG-422-N14	68.7445762711864
AG-319-D09	AG-426-F11	69.3214814814815
AG-319-D09	AG-426-G09	69.0387096774193
AG-319-D09	AG-426-K09	69.1842622950819
AG-319-D09	AG-430-A11	69.5491525423728
AG-319-D09	AG-447-C08	69.1083333333333
AG-319-D09	AG-447-E07	68.8167924528301
AG-319-D09	AG-447-E19	69.33453125
AG-319-D09	AG-447-K11	69.5818032786885
AG-319-D09	AG-447-M05	68.6736923076923
AG-319-D09	AG-447-O15	69.0758490566037
AG-319-D09	AG-457-A08	69.25625
AG-319-D09	AG-457-O03	69.5433928571428
AG-319-D09	AG-461-B13	68.5336538461538
AG-319-D09	AG-461-E05	69.5233962264151
AG-319-D09	AG-464-G03	69.3637096774193
AG-319-D09	AG-891-D10	68.9758490566037
AG-319-D09	AG-893-J08	69.0264705882353
AG-319-D09	AG-893-L07	69.3971929824561
AG-319-D09	AG-893-O06	68.7494339622641
AG-319-D09	AG-894-L17	68.9210909090909
AG-319-D09	AG-894-P23	68.7412962962963
AG-319-D09	AG-896-F06	69.6567857142857
AG-319-D09	AG-898-F23	69.4271153846153
AG-319-D09	AG-899-C17	69.5513461538461
AG-319-D09	AG-899-N21	69.0692857142857
AG-319-D09	AG-903-L07	69.3075925925925
AG-319-D09	AG-904-K03	69.3040677966101
AG-319-D09	AG-905-E11	68.9314545454545
AG-319-D09	AG-905-P05	69.3768333333333
AG-319-D09	AG-907-C09	69.1979661016949
AG-319-D09	AG-908-F18	69.2368333333333
AG-319-D09	AG-908-L09	68.982075471698
AG-319-D09	AG-911-K05	69.6992452830188
AG-319-D09	AG-913-L03	68.9607407407407
AG-319-D09	AG-915-C06	69.2336538461538
AG-319-D09	AG-915-K07	69.3445762711864
AG-319-D09	AG-915-K13	68.5532075471698
AG-319-D09	AG-916-E19	69.2678181818181
AG-319-D09	AG-916-I19	69.4553846153846
AG-319-D09	AG-916-N14	68.8084615384615
AG-319-D09	AG-917-D14	69.3144444444444
AG-319-D09	AG-917-I17	68.38
AG-319-D09	AG-918-G15	68.9343859649122
AG-319-D09	AG-918-G22	69.2943859649122
AG-319-D09	AG-918-P10	69.0496153846153
AG-319-D09	AG-919-A02	69.0660714285714
AG-319-D09	AH-287-E09	69.1409433962264
AG-319-D09	AH-324-F03	69.0564999999999
AG-319-D09	AH-324-F14	69.5942307692307
AG-319-D09	AH-324-J07	69.1091666666666
AG-319-F18	AG-313-A04	71.9951733333333
AG-319-F18	AG-313-D08	68.6973076923077
AG-319-F18	AG-319-B05	69.0825490196078
AG-319-F18	AG-319-D07	70.6223529411764
AG-319-F18	AG-319-D09	69.3488333333333
AG-319-F18	AG-319-M14	93.5379056386652
AG-319-F18	AG-325-B10	73.7735497835497
AG-319-F18	AG-325-C18	77.6004060150374
AG-319-F18	AG-325-C21	74.9865482233502
AG-319-F18	AG-325-D10	77.3342487046631
AG-319-F18	AG-325-E13	72.0130026809651
AG-319-F18	AG-325-E20	71.740625
AG-319-F18	AG-325-G21	74.2966256590509
AG-319-F18	AG-325-L02	77.3963282571912
AG-319-F18	AG-325-L05	77.3540587219343
AG-319-F18	AG-333-A04	81.5242111650485
AG-319-F18	AG-333-C10	69.9284946236559
AG-319-F18	AG-333-C14	70.0901709401709
AG-319-F18	AG-333-D08	77.0029982046678
AG-319-F18	AG-333-K06	75.0805573770491
AG-319-F18	AG-333-M03	77.4980718954248
AG-319-F18	AG-333-P08	71.9238826815642
AG-319-F18	AG-337-B03	68.9288461538461
AG-319-F18	AG-337-C19	73.3917115384615
AG-319-F18	AG-337-D16	74.6175
AG-319-F18	AG-337-D17	76.8203354632586
AG-319-F18	AG-337-E07	70.5290721649484
AG-319-F18	AG-337-E15	71.4887945205479
AG-319-F18	AG-337-F02	70.7907258064515
AG-319-F18	AG-337-G04	75.1969134078212
AG-319-F18	AG-337-G11	76.5851166407464
AG-319-F18	AG-337-G21	77.9331925675675
AG-319-F18	AG-337-I10	74.8014795008912
AG-319-F18	AG-337-K15	69.2925
AG-319-F18	AG-337-N21	69.7598571428571
AG-319-F18	AG-343-E15	69.802
AG-319-F18	AG-343-E17	72.0502840909091
AG-319-F18	AG-343-K02	75.0969230769231
AG-319-F18	AG-349-C11	71.7971629213483
AG-319-F18	AG-349-D08	72.2612972972973
AG-319-F18	AG-349-G20	69.1307142857142
AG-319-F18	AG-349-I05	74.1877759472817
AG-319-F18	AG-349-N13	71.8683483483483
AG-319-F18	AG-349-O05	80.5350486787204
AG-319-F18	AG-349-O13	76.87722513089
AG-319-F18	AG-359-B04	71.8082697947214
AG-319-F18	AG-359-C09	79.8435944055944
AG-319-F18	AG-359-F04	77.3245255474452
AG-319-F18	AG-359-G17	74.7007348242811
AG-319-F18	AG-359-G18	76.6280650406505
AG-319-F18	AG-359-G22	77.167304964539
AG-319-F18	AG-359-I09	76.9050280373831
AG-319-F18	AG-359-J18	74.7383423423423
AG-319-F18	AG-359-M21	79.8374273858921
AG-319-F18	AG-359-N17	74.4137278106509
AG-319-F18	AG-359-O11	74.7122278056951
AG-319-F18	AG-359-P18	76.8487835703001
AG-319-F18	AG-365-C14	76.8398124098123
AG-319-F18	AG-365-D07	74.3068321917808
AG-319-F18	AG-365-L04	75.7793617021277
AG-319-F18	AG-365-P03	76.3541417322835
AG-319-F18	AG-390-A19	69.8084946236559
AG-319-F18	AG-390-C17	80.1520619785458
AG-319-F18	AG-390-C19	74.3431619937694
AG-319-F18	AG-390-C22	72.2999497487437
AG-319-F18	AG-390-D05	80.8169816643159
AG-319-F18	AG-390-D15	78.2582492997199
AG-319-F18	AG-390-D18	86.2852332912989
AG-319-F18	AG-390-G11	86.1107015457788
AG-319-F18	AG-390-G23	80.656968553459
AG-319-F18	AG-390-I07	70.5218367346939
AG-319-F18	AG-390-I17	77.0712367491165
AG-319-F18	AG-390-L03	86.215415730337
AG-319-F18	AG-390-L16	80.6577810650888
AG-319-F18	AG-390-L20	69.7787837837837
AG-319-F18	AG-390-M02	78.1266009852216
AG-319-F18	AG-390-M15	72.31723880597
AG-319-F18	AG-390-N04	69.9152173913043
AG-319-F18	AG-390-O04	78.084171686747
AG-319-F18	AG-404-B04	74.418676975945
AG-319-F18	AG-404-B11	71.2875609756097
AG-319-F18	AG-404-B13	70.7954545454545
AG-319-F18	AG-404-C02	75.9742406015038
AG-319-F18	AG-404-C23	72.0590368271954
AG-319-F18	AG-404-J20	73.3178018018018
AG-319-F18	AG-404-N13	76.1753510140404
AG-319-F18	AG-404-N21	70.1984166666666
AG-319-F18	AG-404-P01	70.6231313131313
AG-319-F18	AG-404-P08	70.6269892473118
AG-319-F18	AG-404-P13	74.976282642089
AG-319-F18	AG-410-K05	77.3758064516128
AG-319-F18	AG-410-L19	77.6489033189032
AG-319-F18	AG-410-O02	80.4564295485636
AG-319-F18	AG-414-A03	72.1077428571428
AG-319-F18	AG-414-B08	75.8350354609929
AG-319-F18	AG-414-B15	72.1117341040462
AG-319-F18	AG-414-D07	72.4822757111597
AG-319-F18	AG-414-E02	72.5252201257861
AG-319-F18	AG-414-E06	70.7123489932885
AG-319-F18	AG-414-F21	76.0513193403298
AG-319-F18	AG-414-K15	75.5045588235295
AG-319-F18	AG-414-L04	75.836
AG-319-F18	AG-414-M23	74.7558757961784
AG-319-F18	AG-414-N23	70.5315037593985
AG-319-F18	AG-422-A21	71.8266666666666
AG-319-F18	AG-422-B15	70.5195833333333
AG-319-F18	AG-422-B19	73.6130784313725
AG-319-F18	AG-422-B22	80.7550275482093
AG-319-F18	AG-422-B23	71.7191501416431
AG-319-F18	AG-422-C13	77.8186106870229
AG-319-F18	AG-422-D23	80.690565805658
AG-319-F18	AG-422-E02	70.2164331210191
AG-319-F18	AG-422-E09	80.2703137789904
AG-319-F18	AG-422-G03	80.5580394922427
AG-319-F18	AG-422-G15	79.2746757679181
AG-319-F18	AG-422-J03	77.7298881789137
AG-319-F18	AG-422-J16	70.3502564102564
AG-319-F18	AG-422-L15	71.8386815920397
AG-319-F18	AG-422-M03	69.056976744186
AG-319-F18	AG-422-N03	70.0055639097744
AG-319-F18	AG-422-N09	70.0854263565891
AG-319-F18	AG-422-N14	74.5139935064935
AG-319-F18	AG-422-N15	74.7421575342465
AG-319-F18	AG-426-B11	77.0651134380453
AG-319-F18	AG-426-C22	70.6793548387097
AG-319-F18	AG-426-D09	77.1786580086579
AG-319-F18	AG-426-D13	75.3863385146804
AG-319-F18	AG-426-E17	73.4597549019607
AG-319-F18	AG-426-F11	75.0548943661971
AG-319-F18	AG-426-F20	69.5082499999999
AG-319-F18	AG-426-G09	74.5813137557959
AG-319-F18	AG-426-I10	77.4180966767371
AG-319-F18	AG-426-J10	70.4474074074073
AG-319-F18	AG-426-K09	74.9553383458646
AG-319-F18	AG-426-K19	76.8320892857142
AG-319-F18	AG-426-L15	72.075582010582
AG-319-F18	AG-426-L19	73.6146202531646
AG-319-F18	AG-426-L23	71.8674365482233
AG-319-F18	AG-426-M05	80.4972911051213
AG-319-F18	AG-426-M19	74.7353905053598
AG-319-F18	AG-426-M22	73.7223498233215
AG-319-F18	AG-426-O05	72.0442028985507
AG-319-F18	AG-426-P08	78.267994100295
AG-319-F18	AG-430-A02	72.0349279538904
AG-319-F18	AG-430-A11	82.1685456885457
AG-319-F18	AG-430-B09	77.0919882179677
AG-319-F18	AG-430-E20	79.7348055555554
AG-319-F18	AG-430-F03	72.1144715447154
AG-319-F18	AG-430-F16	73.4262711864407
AG-319-F18	AG-430-G14	71.8559128065394
AG-319-F18	AG-430-I06	71.7580169971671
AG-319-F18	AG-430-I18	74.2718573797677
AG-319-F18	AG-430-J04	73.53574108818
AG-319-F18	AG-430-J07	77.9387269681742
AG-319-F18	AG-430-K07	75.076881533101
AG-319-F18	AG-430-K10	72.2499734042552
AG-319-F18	AG-430-K14	75.0271823204419
AG-319-F18	AG-430-K19	79.9047859327217
AG-319-F18	AG-430-N16	74.1319092627599
AG-319-F18	AG-430-O11	79.3940231788079
AG-319-F18	AG-435-M21	71.8650295857988
AG-319-F18	AG-439-B12	76.2453450807635
AG-319-F18	AG-439-C18	74.6374732006124
AG-319-F18	AG-439-C21	80.8673002754821
