# all-by-all of 100 genomes (n=100 seed=79)
# query	subject
AG-325-I09	AG-439-C21
AG-325-I09	AG-439-C22
AG-325-I09	AG-439-I14
AG-325-I09	AG-447-I15
AG-325-I09	AG-447-N08
AG-325-I09	AG-447-O13
AG-325-I09	AG-447-O15
AG-325-I09	AG-891-G23
AG-325-I09	AG-891-J16
AG-325-I09	AG-891-K19
AG-325-I09	AG-892-C08
AG-325-I09	AG-892-K05
AG-325-I09	AG-892-M03
AG-325-I09	AG-892-O03
AG-325-I09	AG-892-O09
AG-325-I09	AG-893-F23
AG-325-I09	AG-893-I03
AG-325-I09	AG-893-K07
AG-325-I09	AG-893-P05
AG-325-I09	AG-894-J16
AG-325-I09	AG-894-M18
AG-325-I09	AG-895-E03
AG-325-I09	AG-895-M21
AG-325-I09	AG-896-A02
AG-325-I09	AG-897-G15
AG-325-I09	AG-897-G22
AG-325-I09	AG-898-J17
AG-325-I09	AG-899-J23
AG-325-I09	AG-899-P08
AG-325-I09	AG-900-I13
AG-325-I09	AG-900-I19
AG-325-I09	AG-900-K21
AG-325-I09	AG-901-E05
AG-325-I09	AG-904-F17
AG-325-I09	AG-905-O08
AG-325-I09	AG-908-I10
AG-325-I09	AG-909-E04
AG-325-I09	AG-911-L17
AG-325-I09	AG-912-I02
AG-325-I09	AG-913-I14
AG-325-I09	AG-913-N02
AG-325-I09	AG-913-O18
AG-325-I09	AG-914-J05
AG-325-I09	AG-914-O14
AG-325-I09	AG-915-C06
AG-325-I09	AG-916-A16
AG-325-I09	AG-916-E17
AG-325-I09	AG-916-M13
AG-325-I09	AG-916-O13
AG-325-I09	AG-916-O22
AG-325-I09	AG-917-B09
AG-325-I09	AG-917-B15
AG-325-I09	AG-917-C02
AG-325-I09	AG-917-E11
AG-325-I09	AG-917-I17
AG-325-I09	AG-917-M15
AG-325-I09	AG-918-B08
AG-325-I09	AG-918-C15
AG-325-I09	AG-918-E02
AG-325-I09	AG-918-E06
AG-325-I09	AG-918-G22
AG-325-I09	AG-918-K13
AG-325-I09	AG-919-E23
AG-325-I09	AG-919-N08
AG-325-I09	AG-920-K11
AG-325-I09	AH-287-E19
AG-325-I09	AH-321-C19
AG-325-I09	AH-321-K15
AG-325-P23	AG-333-A04
AG-325-P23	AG-337-B03
AG-325-P23	AG-337-D08
AG-325-P23	AG-337-G06
AG-325-P23	AG-337-K10
AG-325-P23	AG-349-F22
AG-325-P23	AG-349-I05
AG-325-P23	AG-349-N13
AG-325-P23	AG-359-G22
AG-325-P23	AG-390-A05
AG-325-P23	AG-390-C22
AG-325-P23	AG-390-I07
AG-325-P23	AG-390-J06
AG-325-P23	AG-390-M07
AG-325-P23	AG-404-B06
AG-325-P23	AG-414-B15
AG-325-P23	AG-414-E06
AG-325-P23	AG-414-N23
AG-325-P23	AG-414-P09
AG-325-P23	AG-422-B23
AG-325-P23	AG-422-G15
AG-325-P23	AG-422-J20
AG-325-P23	AG-426-C16
AG-325-P23	AG-426-I15
AG-325-P23	AG-426-K09
AG-325-P23	AG-426-L23
AG-325-P23	AG-430-E20
AG-325-P23	AG-430-K07
AG-325-P23	AG-439-C21
AG-325-P23	AG-439-C22
AG-325-P23	AG-439-I14
AG-325-P23	AG-447-I15
AG-325-P23	AG-447-N08
AG-325-P23	AG-447-O13
AG-325-P23	AG-447-O15
AG-325-P23	AG-891-G23
AG-325-P23	AG-891-J16
AG-325-P23	AG-891-K19
AG-325-P23	AG-892-C08
AG-325-P23	AG-892-K05
AG-325-P23	AG-892-M03
AG-325-P23	AG-892-O03
AG-325-P23	AG-892-O09
AG-325-P23	AG-893-F23
AG-325-P23	AG-893-I03
AG-325-P23	AG-893-K07
AG-325-P23	AG-893-P05
AG-325-P23	AG-894-J16
AG-325-P23	AG-894-M18
AG-325-P23	AG-895-E03
AG-325-P23	AG-895-M21
AG-325-P23	AG-896-A02
AG-325-P23	AG-897-G15
AG-325-P23	AG-897-G22
AG-325-P23	AG-898-J17
AG-325-P23	AG-899-J23
AG-325-P23	AG-899-P08
AG-325-P23	AG-900-I13
AG-325-P23	AG-900-I19
AG-325-P23	AG-900-K21
AG-325-P23	AG-901-E05
AG-325-P23	AG-904-F17
AG-325-P23	AG-905-O08
AG-325-P23	AG-908-I10
AG-325-P23	AG-909-E04
AG-325-P23	AG-911-L17
AG-325-P23	AG-912-I02
AG-325-P23	AG-913-I14
AG-325-P23	AG-913-N02
AG-325-P23	AG-913-O18
AG-325-P23	AG-914-J05
AG-325-P23	AG-914-O14
AG-325-P23	AG-915-C06
AG-325-P23	AG-916-A16
AG-325-P23	AG-916-E17
AG-325-P23	AG-916-M13
AG-325-P23	AG-916-O13
AG-325-P23	AG-916-O22
AG-325-P23	AG-917-B09
AG-325-P23	AG-917-B15
AG-325-P23	AG-917-C02
AG-325-P23	AG-917-E11
AG-325-P23	AG-917-I17
AG-325-P23	AG-917-M15
AG-325-P23	AG-918-B08
AG-325-P23	AG-918-C15
AG-325-P23	AG-918-E02
AG-325-P23	AG-918-E06
AG-325-P23	AG-918-G22
AG-325-P23	AG-918-K13
AG-325-P23	AG-919-E23
AG-325-P23	AG-919-N08
AG-325-P23	AG-920-K11
AG-325-P23	AH-287-E19
AG-325-P23	AH-321-C19
AG-325-P23	AH-321-K15
AG-333-A04	AG-337-B03
AG-333-A04	AG-337-D08
AG-333-A04	AG-337-G06
AG-333-A04	AG-337-K10
AG-333-A04	AG-349-F22
AG-333-A04	AG-349-I05
AG-333-A04	AG-349-N13
AG-333-A04	AG-359-G22
AG-333-A04	AG-390-A05
AG-333-A04	AG-390-C22
AG-333-A04	AG-390-I07
AG-333-A04	AG-390-J06
AG-333-A04	AG-390-M07
AG-333-A04	AG-404-B06
AG-333-A04	AG-414-B15
AG-333-A04	AG-414-E06
AG-333-A04	AG-414-N23
AG-333-A04	AG-414-P09
AG-333-A04	AG-422-B23
AG-333-A04	AG-422-G15
AG-333-A04	AG-422-J20
AG-333-A04	AG-426-C16
AG-333-A04	AG-426-I15
AG-333-A04	AG-426-K09
AG-333-A04	AG-426-L23
AG-333-A04	AG-430-E20
AG-333-A04	AG-430-K07
AG-333-A04	AG-439-C21
AG-333-A04	AG-439-C22
AG-333-A04	AG-439-I14
AG-333-A04	AG-447-I15
AG-333-A04	AG-447-N08
AG-333-A04	AG-447-O13
AG-333-A04	AG-447-O15
AG-333-A04	AG-891-G23
AG-333-A04	AG-891-J16
AG-333-A04	AG-891-K19
AG-333-A04	AG-892-C08
AG-333-A04	AG-892-K05
AG-333-A04	AG-892-M03
AG-333-A04	AG-892-O03
AG-333-A04	AG-892-O09
AG-333-A04	AG-893-F23
AG-333-A04	AG-893-I03
AG-333-A04	AG-893-K07
AG-333-A04	AG-893-P05
AG-333-A04	AG-894-J16
AG-333-A04	AG-894-M18
AG-333-A04	AG-895-E03
AG-333-A04	AG-895-M21
AG-333-A04	AG-896-A02
AG-333-A04	AG-897-G15
AG-333-A04	AG-897-G22
AG-333-A04	AG-898-J17
AG-333-A04	AG-899-J23
AG-333-A04	AG-899-P08
AG-333-A04	AG-900-I13
AG-333-A04	AG-900-I19
AG-333-A04	AG-900-K21
AG-333-A04	AG-901-E05
AG-333-A04	AG-904-F17
AG-333-A04	AG-905-O08
AG-333-A04	AG-908-I10
AG-333-A04	AG-909-E04
AG-333-A04	AG-911-L17
AG-333-A04	AG-912-I02
AG-333-A04	AG-913-I14
AG-333-A04	AG-913-N02
AG-333-A04	AG-913-O18
AG-333-A04	AG-914-J05
AG-333-A04	AG-914-O14
AG-333-A04	AG-915-C06
AG-333-A04	AG-916-A16
AG-333-A04	AG-916-E17
AG-333-A04	AG-916-M13
AG-333-A04	AG-916-O13
AG-333-A04	AG-916-O22
AG-333-A04	AG-917-B09
AG-333-A04	AG-917-B15
AG-333-A04	AG-917-C02
AG-333-A04	AG-917-E11
AG-333-A04	AG-917-I17
AG-333-A04	AG-917-M15
AG-333-A04	AG-918-B08
AG-333-A04	AG-918-C15
AG-333-A04	AG-918-E02
AG-333-A04	AG-918-E06
AG-333-A04	AG-918-G22
AG-333-A04	AG-918-K13
AG-333-A04	AG-919-E23
AG-333-A04	AG-919-N08
AG-333-A04	AG-920-K11
AG-333-A04	AH-287-E19
AG-333-A04	AH-321-C19
AG-333-A04	AH-321-K15
AG-337-B03	AG-337-D08
AG-337-B03	AG-337-G06
AG-337-B03	AG-337-K10
AG-337-B03	AG-349-F22
AG-337-B03	AG-349-I05
AG-337-B03	AG-349-N13
AG-337-B03	AG-359-G22
AG-337-B03	AG-390-A05
AG-337-B03	AG-390-C22
AG-337-B03	AG-390-I07
AG-337-B03	AG-390-J06
AG-337-B03	AG-390-M07
AG-337-B03	AG-404-B06
AG-337-B03	AG-414-B15
AG-337-B03	AG-414-E06
AG-337-B03	AG-414-N23
AG-337-B03	AG-414-P09
AG-337-B03	AG-422-B23
AG-337-B03	AG-422-G15
AG-337-B03	AG-422-J20
AG-337-B03	AG-426-C16
AG-337-B03	AG-426-I15
AG-337-B03	AG-426-K09
AG-337-B03	AG-426-L23
AG-337-B03	AG-430-E20
AG-337-B03	AG-430-K07
AG-337-B03	AG-439-C21
AG-337-B03	AG-439-C22
AG-337-B03	AG-439-I14
AG-337-B03	AG-447-I15
AG-337-B03	AG-447-N08
AG-337-B03	AG-447-O13
AG-337-B03	AG-447-O15
AG-337-B03	AG-891-G23
AG-337-B03	AG-891-J16
AG-337-B03	AG-891-K19
AG-337-B03	AG-892-C08
AG-337-B03	AG-892-K05
AG-337-B03	AG-892-M03
AG-337-B03	AG-892-O03
AG-337-B03	AG-892-O09
AG-337-B03	AG-893-F23
AG-337-B03	AG-893-I03
AG-337-B03	AG-893-K07
AG-337-B03	AG-893-P05
AG-337-B03	AG-894-J16
AG-337-B03	AG-894-M18
AG-337-B03	AG-895-E03
AG-337-B03	AG-895-M21
AG-337-B03	AG-896-A02
AG-337-B03	AG-897-G15
AG-337-B03	AG-897-G22
AG-337-B03	AG-898-J17
AG-337-B03	AG-899-J23
AG-337-B03	AG-899-P08
AG-337-B03	AG-900-I13
AG-337-B03	AG-900-I19
AG-337-B03	AG-900-K21
AG-337-B03	AG-901-E05
AG-337-B03	AG-904-F17
AG-337-B03	AG-905-O08
AG-337-B03	AG-908-I10
AG-337-B03	AG-909-E04
AG-337-B03	AG-911-L17
AG-337-B03	AG-912-I02
AG-337-B03	AG-913-I14
AG-337-B03	AG-913-N02
AG-337-B03	AG-913-O18
AG-337-B03	AG-914-J05
AG-337-B03	AG-914-O14
AG-337-B03	AG-915-C06
AG-337-B03	AG-916-A16
AG-337-B03	AG-916-E17
AG-337-B03	AG-916-M13
AG-337-B03	AG-916-O13
AG-337-B03	AG-916-O22
AG-337-B03	AG-917-B09
AG-337-B03	AG-917-B15
AG-337-B03	AG-917-C02
AG-337-B03	AG-917-E11
AG-337-B03	AG-917-I17
AG-337-B03	AG-917-M15
AG-337-B03	AG-918-B08
AG-337-B03	AG-918-C15
AG-337-B03	AG-918-E02
AG-337-B03	AG-918-E06
AG-337-B03	AG-918-G22
AG-337-B03	AG-918-K13
AG-337-B03	AG-919-E23
AG-337-B03	AG-919-N08
AG-337-B03	AG-920-K11
AG-337-B03	AH-287-E19
AG-337-B03	AH-321-C19
AG-337-B03	AH-321-K15
AG-337-D08	AG-337-G06
AG-337-D08	AG-337-K10
AG-337-D08	AG-349-F22
AG-337-D08	AG-349-I05
AG-337-D08	AG-349-N13
AG-337-D08	AG-359-G22
AG-337-D08	AG-390-A05
AG-337-D08	AG-390-C22
AG-337-D08	AG-390-I07
AG-337-D08	AG-390-J06
AG-337-D08	AG-390-M07
AG-337-D08	AG-404-B06
AG-337-D08	AG-414-B15
AG-337-D08	AG-414-E06
AG-337-D08	AG-414-N23
AG-337-D08	AG-414-P09
AG-337-D08	AG-422-B23
AG-337-D08	AG-422-G15
AG-337-D08	AG-422-J20
AG-337-D08	AG-426-C16
AG-337-D08	AG-426-I15
AG-337-D08	AG-426-K09
AG-337-D08	AG-426-L23
AG-337-D08	AG-430-E20
AG-337-D08	AG-430-K07
AG-337-D08	AG-439-C21
AG-337-D08	AG-439-C22
AG-337-D08	AG-439-I14
AG-337-D08	AG-447-I15
AG-337-D08	AG-447-N08
AG-337-D08	AG-447-O13
AG-337-D08	AG-447-O15
AG-337-D08	AG-891-G23
AG-337-D08	AG-891-J16
AG-337-D08	AG-891-K19
AG-337-D08	AG-892-C08
AG-337-D08	AG-892-K05
AG-337-D08	AG-892-M03
AG-337-D08	AG-892-O03
AG-337-D08	AG-892-O09
AG-337-D08	AG-893-F23
AG-337-D08	AG-893-I03
AG-337-D08	AG-893-K07
AG-337-D08	AG-893-P05
AG-337-D08	AG-894-J16
AG-337-D08	AG-894-M18
AG-337-D08	AG-895-E03
AG-337-D08	AG-895-M21
AG-337-D08	AG-896-A02
AG-337-D08	AG-897-G15
AG-337-D08	AG-897-G22
AG-337-D08	AG-898-J17
AG-337-D08	AG-899-J23
AG-337-D08	AG-899-P08
AG-337-D08	AG-900-I13
AG-337-D08	AG-900-I19
AG-337-D08	AG-900-K21
AG-337-D08	AG-901-E05
AG-337-D08	AG-904-F17
AG-337-D08	AG-905-O08
AG-337-D08	AG-908-I10
AG-337-D08	AG-909-E04
AG-337-D08	AG-911-L17
AG-337-D08	AG-912-I02
AG-337-D08	AG-913-I14
AG-337-D08	AG-913-N02
AG-337-D08	AG-913-O18
AG-337-D08	AG-914-J05
AG-337-D08	AG-914-O14
AG-337-D08	AG-915-C06
AG-337-D08	AG-916-A16
AG-337-D08	AG-916-E17
AG-337-D08	AG-916-M13
AG-337-D08	AG-916-O13
AG-337-D08	AG-916-O22
AG-337-D08	AG-917-B09
AG-337-D08	AG-917-B15
AG-337-D08	AG-917-C02
AG-337-D08	AG-917-E11
AG-337-D08	AG-917-I17
AG-337-D08	AG-917-M15
AG-337-D08	AG-918-B08
AG-337-D08	AG-918-C15
AG-337-D08	AG-918-E02
AG-337-D08	AG-918-E06
AG-337-D08	AG-918-G22
AG-337-D08	AG-918-K13
AG-337-D08	AG-919-E23
AG-337-D08	AG-919-N08
AG-337-D08	AG-920-K11
AG-337-D08	AH-287-E19
AG-337-D08	AH-321-C19
AG-337-D08	AH-321-K15
AG-337-G06	AG-337-K10
AG-337-G06	AG-349-F22
AG-337-G06	AG-349-I05
AG-337-G06	AG-349-N13
AG-337-G06	AG-359-G22
AG-337-G06	AG-390-A05
AG-337-G06	AG-390-C22
AG-337-G06	AG-390-I07
AG-337-G06	AG-390-J06
AG-337-G06	AG-390-M07
AG-337-G06	AG-404-B06
AG-337-G06	AG-414-B15
AG-337-G06	AG-414-E06
AG-337-G06	AG-414-N23
AG-337-G06	AG-414-P09
AG-337-G06	AG-422-B23
AG-337-G06	AG-422-G15
AG-337-G06	AG-422-J20
AG-337-G06	AG-426-C16
AG-337-G06	AG-426-I15
AG-337-G06	AG-426-K09
AG-337-G06	AG-426-L23
AG-337-G06	AG-430-E20
AG-337-G06	AG-430-K07
AG-337-G06	AG-439-C21
AG-337-G06	AG-439-C22
AG-337-G06	AG-439-I14
AG-337-G06	AG-447-I15
AG-337-G06	AG-447-N08
AG-337-G06	AG-447-O13
AG-337-G06	AG-447-O15
AG-337-G06	AG-891-G23
AG-337-G06	AG-891-J16
AG-337-G06	AG-891-K19
AG-337-G06	AG-892-C08
AG-337-G06	AG-892-K05
AG-337-G06	AG-892-M03
AG-337-G06	AG-892-O03
AG-337-G06	AG-892-O09
AG-337-G06	AG-893-F23
AG-337-G06	AG-893-I03
AG-337-G06	AG-893-K07
AG-337-G06	AG-893-P05
AG-337-G06	AG-894-J16
AG-337-G06	AG-894-M18
AG-337-G06	AG-895-E03
AG-337-G06	AG-895-M21
AG-337-G06	AG-896-A02
AG-337-G06	AG-897-G15
AG-337-G06	AG-897-G22
AG-337-G06	AG-898-J17
AG-337-G06	AG-899-J23
AG-337-G06	AG-899-P08
AG-337-G06	AG-900-I13
AG-337-G06	AG-900-I19
AG-337-G06	AG-900-K21
AG-337-G06	AG-901-E05
AG-337-G06	AG-904-F17
AG-337-G06	AG-905-O08
AG-337-G06	AG-908-I10
AG-337-G06	AG-909-E04
AG-337-G06	AG-911-L17
AG-337-G06	AG-912-I02
AG-337-G06	AG-913-I14
AG-337-G06	AG-913-N02
AG-337-G06	AG-913-O18
AG-337-G06	AG-914-J05
AG-337-G06	AG-914-O14
AG-337-G06	AG-915-C06
AG-337-G06	AG-916-A16
AG-337-G06	AG-916-E17
AG-337-G06	AG-916-M13
AG-337-G06	AG-916-O13
AG-337-G06	AG-916-O22
AG-337-G06	AG-917-B09
AG-337-G06	AG-917-B15
AG-337-G06	AG-917-C02
AG-337-G06	AG-917-E11
AG-337-G06	AG-917-I17
AG-337-G06	AG-917-M15
AG-337-G06	AG-918-B08
AG-337-G06	AG-918-C15
AG-337-G06	AG-918-E02
AG-337-G06	AG-918-E06
AG-337-G06	AG-918-G22
AG-337-G06	AG-918-K13
AG-337-G06	AG-919-E23
AG-337-G06	AG-919-N08
AG-337-G06	AG-920-K11
AG-337-G06	AH-287-E19
AG-337-G06	AH-321-C19
AG-337-G06	AH-321-K15
AG-337-K10	AG-349-F22
AG-337-K10	AG-349-I05
AG-337-K10	AG-349-N13
AG-337-K10	AG-359-G22
AG-337-K10	AG-390-A05
AG-337-K10	AG-390-C22
AG-337-K10	AG-390-I07
AG-337-K10	AG-390-J06
AG-337-K10	AG-390-M07
AG-337-K10	AG-404-B06
AG-337-K10	AG-414-B15
AG-337-K10	AG-414-E06
AG-337-K10	AG-414-N23
AG-337-K10	AG-414-P09
AG-337-K10	AG-422-B23
AG-337-K10	AG-422-G15
AG-337-K10	AG-422-J20
AG-337-K10	AG-426-C16
AG-337-K10	AG-426-I15
AG-337-K10	AG-426-K09
AG-337-K10	AG-426-L23
AG-337-K10	AG-430-E20
AG-337-K10	AG-430-K07
AG-337-K10	AG-439-C21
AG-337-K10	AG-439-C22
AG-337-K10	AG-439-I14
AG-337-K10	AG-447-I15
AG-337-K10	AG-447-N08
AG-337-K10	AG-447-O13
AG-337-K10	AG-447-O15
AG-337-K10	AG-891-G23
AG-337-K10	AG-891-J16
AG-337-K10	AG-891-K19
AG-337-K10	AG-892-C08
AG-337-K10	AG-892-K05
AG-337-K10	AG-892-M03
AG-337-K10	AG-892-O03
AG-337-K10	AG-892-O09
AG-337-K10	AG-893-F23
AG-337-K10	AG-893-I03
AG-337-K10	AG-893-K07
AG-337-K10	AG-893-P05
AG-337-K10	AG-894-J16
AG-337-K10	AG-894-M18
AG-337-K10	AG-895-E03
AG-337-K10	AG-895-M21
AG-337-K10	AG-896-A02
AG-337-K10	AG-897-G15
AG-337-K10	AG-897-G22
AG-337-K10	AG-898-J17
AG-337-K10	AG-899-J23
AG-337-K10	AG-899-P08
AG-337-K10	AG-900-I13
AG-337-K10	AG-900-I19
AG-337-K10	AG-900-K21
AG-337-K10	AG-901-E05
AG-337-K10	AG-904-F17
AG-337-K10	AG-905-O08
AG-337-K10	AG-908-I10
AG-337-K10	AG-909-E04
AG-337-K10	AG-911-L17
AG-337-K10	AG-912-I02
AG-337-K10	AG-913-I14
AG-337-K10	AG-913-N02
AG-337-K10	AG-913-O18
AG-337-K10	AG-914-J05
AG-337-K10	AG-914-O14
AG-337-K10	AG-915-C06
AG-337-K10	AG-916-A16
AG-337-K10	AG-916-E17
AG-337-K10	AG-916-M13
AG-337-K10	AG-916-O13
AG-337-K10	AG-916-O22
AG-337-K10	AG-917-B09
AG-337-K10	AG-917-B15
AG-337-K10	AG-917-C02
AG-337-K10	AG-917-E11
AG-337-K10	AG-917-I17
AG-337-K10	AG-917-M15
AG-337-K10	AG-918-B08
AG-337-K10	AG-918-C15
AG-337-K10	AG-918-E02
AG-337-K10	AG-918-E06
AG-337-K10	AG-918-G22
AG-337-K10	AG-918-K13
AG-337-K10	AG-919-E23
AG-337-K10	AG-919-N08
AG-337-K10	AG-920-K11
AG-337-K10	AH-287-E19
AG-337-K10	AH-321-C19
AG-337-K10	AH-321-K15
AG-349-F22	AG-349-I05
AG-349-F22	AG-349-N13
AG-349-F22	AG-359-G22
AG-349-F22	AG-390-A05
AG-349-F22	AG-390-C22
AG-349-F22	AG-390-I07
AG-349-F22	AG-390-J06
AG-349-F22	AG-390-M07
AG-349-F22	AG-404-B06
AG-349-F22	AG-414-B15
AG-349-F22	AG-414-E06
AG-349-F22	AG-414-N23
AG-349-F22	AG-414-P09
AG-349-F22	AG-422-B23
AG-349-F22	AG-422-G15
AG-349-F22	AG-422-J20
